review_id,review_datetime,mem_no,age,gender,order_no,review_shop_no,review_shop_nm,shop_owner_no,review_product_id,review_product_nm,review_menu_id,review_menu_name,review_menu_recommendation,star_point,review_display_status,review_display_type,review_block_type,review_block_reason,is_review_rider_evaluation_good,is_review_rider_evaluation_bad,display_image_count,review_contents,review_image_path,ceo_review_contents,part_svc,part_date
0f8852e36f38065d6895adcd1dbbfaa769779cb0954f1c097b243a6d,2023-06-11 19:37:47,5ed4e98c00344c88bfc7dd9b4e88b0812f5d7b216c16304c41367156,43,MALE,1ed0a8ffbb15c04b3f62ae7be82bed7d96769d0b374028bcd22bdaad,10bcbccf3b3da3af70e28e69964e274fe47fcd8696ef4e0c82e946e6,33떡볶이&꼬마김밥 위례중앙점,d1409e0baf2bd091f0963e2c7c02d8c4f6232820cd82dd0b4518168b,"","","[""107392183"", ""1000621779""]","[""밀떡세트(국물떡볶이+김밥+순대+튀김)"", ""단골찬스메뉴 1개만 선택""]","[""GOOD"", ""GOOD""]",5,DISPLAY,ALL,"","",1,0,1,골고루 맛나게 먹고 싶을때 좋을거 같네요 김밥 찰순대 다 맛있습니다,"[""https://img-cdn.baemin.com/bmreview-qh2e/i/2023/6/11/01h2n0h2k6c53y0y91w9sectds.jpg""]","",FOOD,2023-06-11
13f633238e84f7dc8ea7390f8a4b8bcbdbead340759c87998396217e,2023-06-15 20:33:42,e93c08be7952f85f13f651a0df7ea7178030a244eb3a09785884d0b2,45,FEMALE,82825358bf652a84ba3d344d5fbdb9c6adadc47d60b83a6a1b3eec3e,10bcbccf3b3da3af70e28e69964e274fe47fcd8696ef4e0c82e946e6,33떡볶이&꼬마김밥 위례중앙점,d1409e0baf2bd091f0963e2c7c02d8c4f6232820cd82dd0b4518168b,"","","[""107393364"", ""107402107"", ""107395451"", ""107393097"", ""1000621779""]","[""계란 꼬마김밥(4줄)"", ""납작당면사리(8줄)"", ""야채튀김"", ""라볶이"", ""단골찬스메뉴 1개만 선택""]","[""GOOD"", ""GOOD"", ""GOOD"", ""GOOD"", ""GOOD""]",5,DISPLAY,ALL,"","",1,0,0,"처음 라볶이와 중국다연 추가 해 먹었는데, 맛있네요. 작은 아이는 떡볶이를 좋아하고, 다른 아이들은 계란김밥과 고구마튀김을 좋아해 종종 주문할 것 같아요. 다음엔 매번 먹던 메뉴가 아닌 다른 매뉴도 주문해봐야겠어요.",,"",FOOD,2023-06-15
14cfcbbddc9c61b34cd6787b16138294dc08bae3e3b83943dda7cce8,2023-02-08 14:03:39,e9ad043338cd35a21f01d5a424190c267b952e1f7ea1eff612ee7208,40,FEMALE,277a49fd578fb75f393756ff9ea99ada0c610601f3d8c45d2602ec06,10bcbccf3b3da3af70e28e69964e274fe47fcd8696ef4e0c82e946e6,33떡볶이&꼬마김밥 위례중앙점,d1409e0baf2bd091f0963e2c7c02d8c4f6232820cd82dd0b4518168b,"","","[""107393342"", ""107392874"", ""107395464""]","[""®강추®모듬 꼬마김밥(6줄)"", ""짜장떡볶이 ®아이들에게 인기최고®"", ""김말이 튀김""]","[""NONE"", ""NONE"", ""NONE""]",5,DISPLAY,ALL,"","",1,0,1,양도 많고 맛도 좋고요!!,"[""https://img-cdn.baemin.com/bmreview-qh2e/i/2023/2/8/01grqpgvjkt6maabycjpn5y9k6.jpg""]","",FOOD,2023-02-08
16a136d89a80eeb066e5929ad93f6843b2bd67c2bf17b94432d137b8,2023-06-29 21:04:30,da4277471745eca22dcc6ea565f8e9c31ade1c201395fb891ebee6ca,0,"",534f049e64e9286a6a667764c29b90a9cc14f434bcff665fd2996289,10bcbccf3b3da3af70e28e69964e274fe47fcd8696ef4e0c82e946e6,33떡볶이&꼬마김밥 위례중앙점,d1409e0baf2bd091f0963e2c7c02d8c4f6232820cd82dd0b4518168b,"","","[""107402173"", ""107393769"", ""107395451"", ""107393097""]","[""방울만두(6개)"", ""참치 꼬마김밥(4줄)"", ""야채튀김"", ""라볶이""]","[""NONE"", ""NONE"", ""NONE"", ""NONE""]",3,DISPLAY,ALL,"","",1,0,0,리뷰 이벤 메뉴 다른거 주면 연락이라도 주지 연락도 없이 바꿈.,,"",FOOD,2023-06-29
17443f23e489663d2dbe54672c7128209deeedbca0ffbb957901512c,2023-05-27 20:59:20,c920c205451346451ec5017b1c6f5b519db9e34b384cc5aa1408b462,0,"",fd0f80b63e7e2a9d608e0d84f8ae2924623bca64831180ab76b0b0a8,10bcbccf3b3da3af70e28e69964e274fe47fcd8696ef4e0c82e946e6,33떡볶이&꼬마김밥 위례중앙점,d1409e0baf2bd091f0963e2c7c02d8c4f6232820cd82dd0b4518168b,"","","[""107393342"", ""107401974""]","[""®강추®모듬 꼬마김밥(6줄)"", ""33 오뎅""]","[""NONE"", ""NONE""]",2,DELETE,ALL,"","",1,0,0,"",,"",FOOD,2023-05-27
194adad3a539f07741db8c7c0f84c4fb0b7459d1075cae30bfd966bd,2023-06-11 01:02:56,ed8f2b1c93c0894daacb7ede702e38b29a4b92d7125319eb0b2efb6b,40,FEMALE,1821ae5ce9bd9c7b00654025cc43ede7064ef625d02b02040a9728ec,10bcbccf3b3da3af70e28e69964e274fe47fcd8696ef4e0c82e946e6,33떡볶이&꼬마김밥 위례중앙점,d1409e0baf2bd091f0963e2c7c02d8c4f6232820cd82dd0b4518168b,"","","[""131755067"", ""131755084"", ""107395464"", ""107394366"", ""1000621779""]","[""야끼만두(3개)"", ""통살오징어튀김(3개)"", ""김말이 튀김"", ""스팸 꼬마김밥(4줄)"", ""단골찬스메뉴 1개만 선택""]","[""NONE"", ""NONE"", ""NONE"", ""NONE"", ""NONE""]",5,DISPLAY,ALL,"","",1,0,1,튀김 짱맛 👍  초등아들은 스팸꼬김👍👍 잘먹었어요 :,"[""https://img-cdn.baemin.com/bmreview-qh2e/i/2023/6/11/01h2k0qr0c127p1r394gv7fv59.jpg""]","",FOOD,2023-06-11
1b24acf26f77fd0c297d6129724774d6d62844540146280b33572ae2,2023-06-06 17:24:29,fe04d4e811bde8b75cbfa25a95be03c3dff65d7134d48dc7fa4e2e87,26,FEMALE,ff756f574dbe25835e751bd58a7a5b52dfd9b2d8e2b6039c62ce080a,10bcbccf3b3da3af70e28e69964e274fe47fcd8696ef4e0c82e946e6,33떡볶이&꼬마김밥 위례중앙점,d1409e0baf2bd091f0963e2c7c02d8c4f6232820cd82dd0b4518168b,"","","[""107394366"", ""1000621779"", ""107392903"", ""107395451"", ""107393364""]","[""스팸 꼬마김밥(4줄)"", ""단골찬스메뉴 1개만 선택"", ""국물떡볶이"", ""야채튀김"", ""계란 꼬마김밥(4줄)""]","[""NONE"", ""NONE"", ""NONE"", ""NONE"", ""NONE""]",5,DISPLAY,ALL,"","",1,0,1,처음 시켜봤는데 맛있어요 꼬마김밥이랑 떡볶이 땡길때 딱 좋을듯,"[""https://img-cdn.baemin.com/bmreview-qh2e/i/2023/6/6/01h27wxdna7kczft7qkgcr2dyj.jpg""]","",FOOD,2023-06-06
1c09a0398ae911e75685b40d9d2174e32c5277288a4549bd97ffcca8,2023-02-12 12:50:06,73cac630afc0ba12881d0f3aa2f75631916072f77b5545e4dbedeff6,47,FEMALE,901b429211cbd444b5800f03cc5d81682f26857842ae1a2fca01b6ed,10bcbccf3b3da3af70e28e69964e274fe47fcd8696ef4e0c82e946e6,33떡볶이&꼬마김밥 위례중앙점,d1409e0baf2bd091f0963e2c7c02d8c4f6232820cd82dd0b4518168b,"","","[""107393342"", ""107392183""]","[""®강추®모듬 꼬마김밥(6줄)"", ""밀떡세트(국물떡볶이+김밥+순대+튀김)""]","[""GOOD"", ""GOOD""]",5,DISPLAY,ALL,"","",1,0,1,김밥이 정말 맛있어요. 배송도 빠르고 아점으로 잘먹었습니다.,"[""https://img-cdn.baemin.com/bmreview-qh2e/i/2023/2/12/01gs1vx1zx33np0e42cpz89q36.jpg""]","",FOOD,2023-02-12
1d36ce1872ad8a46672558ccabde9281329052101bedbd7ba002dff5,2023-06-01 16:57:18,a2d5b7fe87be57ec62d7c6ed5e1143487d200edf1577413c2318613d,56,FEMALE,729e9b58c73a90f0eb639d74d22c76a2d8ded9a4b6ac79aa43d0567e,10bcbccf3b3da3af70e28e69964e274fe47fcd8696ef4e0c82e946e6,33떡볶이&꼬마김밥 위례중앙점,d1409e0baf2bd091f0963e2c7c02d8c4f6232820cd82dd0b4518168b,"","","[""107393364"", ""107393342"", ""107395474""]","[""계란 꼬마김밥(4줄)"", ""®강추®모듬 꼬마김밥(6줄)"", ""고구마튀김""]","[""GOOD"", ""GOOD"", ""GOOD""]",5,DISPLAY,ALL,"","",1,0,0,김밮도고구마튀김도 넘맛있게 먹었습니다.감사합니다^^,,"",FOOD,2023-06-01
1df61a7be68da3ae43adc2dca75fc6c9ce957616f87fc211db79c8d2,2023-02-16 17:59:11,e93c08be7952f85f13f651a0df7ea7178030a244eb3a09785884d0b2,45,FEMALE,2b94f5cd491b17b7623523fb3da7b670d4e13e1d0d5d383ff282303e,10bcbccf3b3da3af70e28e69964e274fe47fcd8696ef4e0c82e946e6,33떡볶이&꼬마김밥 위례중앙점,d1409e0baf2bd091f0963e2c7c02d8c4f6232820cd82dd0b4518168b,"","","[""107393364"", ""107392903""]","[""계란 꼬마김밥(4줄)"", ""국물떡볶이""]","[""GOOD"", ""GOOD""]",5,DISPLAY,ALL,"","",1,0,1,"오늘은 떡이 약간 덜 익은 것 같고, 꼬마김밥의 김들이 자꾸 풀리네요. ㅠㅠ 그래도 맛있게 잘 먹었어요. 다음에 또 주문할게요.","[""https://img-cdn.baemin.com/bmreview-qh2e/i/2023/2/16/01gscq5wsv8772rexqx922e6bs.jpg""]","",FOOD,2023-02-16
1e1aecd7384cfdf7e2a1827d3ce4189ec64bac53ffa794d105fd3a6a,2023-01-09 16:32:07,39fb3ed5aab2ad914dfe3059713f9a77e600ca17f9feeb6c66b856e9,24,FEMALE,e94cc2bbdf91e567dc75c11865515d8e56c92e6a1a44d0e4fd6e4468,10bcbccf3b3da3af70e28e69964e274fe47fcd8696ef4e0c82e946e6,33떡볶이&꼬마김밥 위례중앙점,d1409e0baf2bd091f0963e2c7c02d8c4f6232820cd82dd0b4518168b,"","","[""107392650"", ""107394979"", ""107402297"", ""107402303"", ""107393342""]","[""®반응핫해® 로제떡볶이"", ""®인기®모듬튀김"", ""콜라"", ""사이다"", ""®강추®모듬 꼬마김밥(6줄)""]","[""NONE"", ""NONE"", ""NONE"", ""NONE"", ""NONE""]",4,DISPLAY,CEO_ONLY,"","",1,0,2,"김밥을 좋아해서 모듬으로 3개나 시켰는데 김이 오래된 건지 받은 김밥들 다 눅눅할 뿐더러 안에 내용물도 별로 안 들었고, 어묵김밥에 어묵은 말랐고, 튀김은 겉은 따뜻한데 속이 다 익지를 않아서 차갑고, 이게 진짜 4만원 넘게 주고 먹을 음식인가 싶었습니다.. 그나마 떡볶이가 제일 나았어요. 다음엔 음식에 신경 좀 써주셨으면 하는 바람으로 리뷰 남깁니다 ...🥺","[""https://img-cdn.baemin.com/bmreview-qh2e/i/2023/1/9/01gpaq34x268hw344wpap1ce73.jpg"", ""https://img-cdn.baemin.com/bmreview-qh2e/i/2023/1/9/01gpaq34wr51zbv3s722xjpy5p.jpg""]","",FOOD,2023-01-09
1e42781c72f9ea3b115eae5d80f8a60e15daa94e14ce3d4d9503cf32,2023-06-24 17:09:38,c41b7cc5db57f8feb1bb6b2dff9e80ff3cea1b74df4a438fdef9c744,37,FEMALE,206d01ca18c0c566ebbd19bccf20392347a7372024de4e15d2b7a522,10bcbccf3b3da3af70e28e69964e274fe47fcd8696ef4e0c82e946e6,33떡볶이&꼬마김밥 위례중앙점,d1409e0baf2bd091f0963e2c7c02d8c4f6232820cd82dd0b4518168b,"","","[""107392903"", ""107401743"", ""107401698"", ""107394979""]","[""국물떡볶이"", ""®인기® 추억의 인천쫄면"", ""New 5겹돈까스"", ""®인기®모듬튀김""]","[""NONE"", ""NONE"", ""NONE"", ""NONE""]",4,DISPLAY,ALL,"","",1,0,0,매운거 못먹어서 순한맛 시켰는데 너무 맵네요.. 저번에 시켰을때 이 맵기가 아니었는데... 너무 아쉬워요,,"",FOOD,2023-06-24
204be3d5fb60ef14f5a26fb3bedfae713b3d162506d44dfe31f16f94,2023-04-25 20:21:44,45245227698ce7e002045e6e1ef48676e4173c382eaf6bf36ddca2b1,34,FEMALE,f927e494cc29d802690a5278503e4ed4242f57da10ab262a4aba3ef1,10bcbccf3b3da3af70e28e69964e274fe47fcd8696ef4e0c82e946e6,33떡볶이&꼬마김밥 위례중앙점,d1409e0baf2bd091f0963e2c7c02d8c4f6232820cd82dd0b4518168b,"","","[""139807367"", ""107401743"", ""107394366"", ""107393342""]","[""핵매운국물떡볶이(1인분)"", ""®인기® 추억의 인천쫄면"", ""스팸 꼬마김밥(4줄)"", ""®강추®모듬 꼬마김밥(6줄)""]","[""NONE"", ""NONE"", ""NONE"", ""NONE""]",1,DISPLAY,ALL,"","",0,1,0,"",,"",FOOD,2023-04-25
20bf57a05e846ac977d84bc56e8ab6404816d65930404e1e71a8b8e1,2023-05-20 14:23:11,a584f014cec1e852585b869c9627e4686cd27e2b0181fafeb757a67e,37,MALE,db89b77bad240afb10c3dfc631bc0c9af7fcb7742c22b14e661520b0,10bcbccf3b3da3af70e28e69964e274fe47fcd8696ef4e0c82e946e6,33떡볶이&꼬마김밥 위례중앙점,d1409e0baf2bd091f0963e2c7c02d8c4f6232820cd82dd0b4518168b,"","","[""107392183""]","[""밀떡세트(국물떡볶이+김밥+순대+튀김)""]","[""NONE""]",5,DISPLAY,ALL,"","",1,0,1,어묵김밥을 시켰는데 계란 김밥이 왔어요..,"[""https://img-cdn.baemin.com/bmreview-qh2e/i/2023/5/20/01h0vss7tzwrch3jqtg5dcen2y.jpg""]","",FOOD,2023-05-20
20c461d86a862a55b5a36d952d51922a72d8f91284a50af90cce746d,2023-01-21 20:12:08,2aa1f2abad8697f05acbc35f645673f6ef74afdb7f5cfa99152a7d7e,40,FEMALE,85982211b5358adb13713f14087c9c44450977fc211ae65f52270bed,10bcbccf3b3da3af70e28e69964e274fe47fcd8696ef4e0c82e946e6,33떡볶이&꼬마김밥 위례중앙점,d1409e0baf2bd091f0963e2c7c02d8c4f6232820cd82dd0b4518168b,"","","[""136401093"", ""107394979""]","[""나홀로세트2"", ""®인기®모듬튀김""]","[""GOOD"", ""GOOD""]",5,DISPLAY,ALL,"","",1,0,1,떡볶이는 쫄깃쫄깃 맛나고튀김들도 고소하고 맛있어요!!김밥도 잘 먹었습니다.처음 시켜봤는데 자주 시킬게요,"[""https://img-cdn.baemin.com/bmreview-qh2e/i/2023/1/21/01gqa0emtec57dbztqfeq87wvn.jpg""]","",FOOD,2023-01-21
20c9188937f754601e0425bf0c72310844644892be8ef0197f72e119,2023-01-10 20:22:52,816d32a11454a25716e0cb28acb93a946103b3bbda0c03705b793867,38,FEMALE,02b9c661a512da1e0b585b6cab7faaaa113e728e34d4c16d799a8f6d,10bcbccf3b3da3af70e28e69964e274fe47fcd8696ef4e0c82e946e6,33떡볶이&꼬마김밥 위례중앙점,d1409e0baf2bd091f0963e2c7c02d8c4f6232820cd82dd0b4518168b,"","","[""107392903"", ""107392874"", ""107394366"", ""131755084"", ""107401758""]","[""국물떡볶이"", ""짜장떡볶이 ®아이들에게 인기최고®"", ""스팸 꼬마김밥(4줄)"", ""통살오징어튀김(3개)"", ""33 찰순대(내장 없음)""]","[""NONE"", ""NONE"", ""NONE"", ""NONE"", ""NONE""]",5,DISPLAY,ALL,"","",1,0,1,맛있어요나중에 또 주문하겠습니다,"[""https://img-cdn.baemin.com/bmreview-qh2e/i/2023/1/10/01gpdppd0pra8df072nrjmzmxd.jpg""]","",FOOD,2023-01-10
244790cbf3827f857d46efb5d23b6248015bc50e202dacdd47b397b1,2023-06-24 15:28:45,b530022e4c85d039e2f16b79627458efb145fed3ef489837e7da300f,33,MALE,beac3b32b3c8643e0f013d2d5e8b7c6ae18119e67a4a26517cc07baf,10bcbccf3b3da3af70e28e69964e274fe47fcd8696ef4e0c82e946e6,33떡볶이&꼬마김밥 위례중앙점,d1409e0baf2bd091f0963e2c7c02d8c4f6232820cd82dd0b4518168b,"","","[""1000621779"", ""107393769"", ""107392903"", ""107392514"", ""107401758""]","[""단골찬스메뉴 1개만 선택"", ""참치 꼬마김밥(4줄)"", ""국물떡볶이"", ""New 옛날가래떡떡볶이"", ""33 찰순대(내장 없음)""]","[""NONE"", ""NONE"", ""NONE"", ""NONE"", ""NONE""]",5,DISPLAY,ALL,"","",1,0,0,"",,"",FOOD,2023-06-24
24ce8950ba4861bcf42ff3a728ebb1a1523fd5cafd29bd3c857d74b9,2023-06-03 21:14:08,b60d46ac50080439e2d79a44ae173548e4cfab57c48b23bed6db05ff,45,MALE,445e0e8d2b4e4834f75ac8c62d30e4fc16a72799c35fdca88cba6d48,10bcbccf3b3da3af70e28e69964e274fe47fcd8696ef4e0c82e946e6,33떡볶이&꼬마김밥 위례중앙점,d1409e0baf2bd091f0963e2c7c02d8c4f6232820cd82dd0b4518168b,"","","[""107395474"", ""107394109"", ""107401758"", ""107392903"", ""107393342""]","[""고구마튀김"", ""치즈 꼬마김밥(4줄)"", ""33 찰순대(내장 없음)"", ""국물떡볶이"", ""®강추®모듬 꼬마김밥(6줄)""]","[""GOOD"", ""GOOD"", ""NONE"", ""GOOD"", ""GOOD""]",5,DISPLAY,ALL,"","",1,0,0,"",,"",FOOD,2023-06-03
24de781296fc5d0ec7472fc227145352e7b9f42abba02f4fde56b6e2,2023-03-14 22:54:27,45ea985d6c05b5a46604a91885b3983bed4cd8478111790ea01b5eb0,39,MALE,d21407ca087ad649ec78685ae679a3e7d2dc5944618b8e9c5c4d1b13,10bcbccf3b3da3af70e28e69964e274fe47fcd8696ef4e0c82e946e6,33떡볶이&꼬마김밥 위례중앙점,d1409e0baf2bd091f0963e2c7c02d8c4f6232820cd82dd0b4518168b,"","","[""107392252""]","[""쌀떡세트(쌀떡볶이+계란김밥+순대)""]","[""NONE""]",5,DISPLAY,ALL,"","",1,0,0,"",,"",FOOD,2023-03-14
